id,username,text,datetime,img_src,likes,entities
s91Lr6Q866,l_d_f_official,#DOUBLESPACEforBMWbringing out the tonal gradations &amp; colour contrasts of the Raphael Cartoons. Edward Barber &amp; Jay Osgerby look on#LDF2014,2014-09-15T12:26:45.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10666231_634082093375168_1120000719_n.jpg?ig_cache_key=ODEwMDM3NDA3NTI0MzEwNzE0.2,67,#doublespaceforbmw #ldf2014
s8AJi3w86b,l_d_f_official,RG@maxfraserdesign: Candela  my favourite installation we commissioned@vamuseumfor#LDF14See it now!#regram,2014-09-14T19:24:06.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10598543_1542083822673337_69058434_n.jpg?ig_cache_key=ODA5NTIyNjg4OTM3OTM4NTg3.2,52,@maxfraserdesign @vamuseum #ldf14 #regram
s7vBEgw8_4,l_d_f_official,The dynamic duo@theconceptloungebusy at work.#PlayingFaces@vamuseumtoday#LDF14,2014-09-14T16:54:24.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10632352_1482320902047236_1752959175_n.jpg?ig_cache_key=ODA5NDQ3MzM5NzkzMzA1NTky.2,48,@theconceptlounge #playingfaces @vamuseum #ldf14
s7HgTcQ8zk,l_d_f_official,Product designer Felix de Pass  graphic designer Michael Montgomery and ceramicist Ian McIntyre in front of their installation Candela@vamuseumSupported by@officine_panerai_official,2014-09-14T11:09:08.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10661241_289517141240569_866706455_n.jpg?ig_cache_key=ODA5MjczNTY0MjY3MjY5MzQ4.2,53,@vamuseum @officine_panerai_official
s7BL-jQ87H,l_d_f_official,Designers Edward Barber &amp; Jay Osgerby under their#DOUBLESPACEforBMWinstallation at the@vamuseumSupported by@BMW,2014-09-14T10:13:56.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10693453_1469976533280776_634695317_n.jpg?ig_cache_key=ODA5MjQ1Nzc5MTY3NTMwNjk1.2,289,#doublespaceforbmw @vamuseum @bmw
sKyc7ew82H,l_d_f_official,#LDF14is the number 1 thing to do this September! Thanks@timeoutlondon#regram@camronpr#design,2014-08-26T16:41:37.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10632397_1456476991294726_1482546266_n.jpg?ig_cache_key=Nzk1NjcwMTc0NTIyMTMzODk1.2,74,#ldf14 @timeoutlondon #regram @camronpr #design
sIKXWBw85T,l_d_f_official,Global Design Forum 2013 - Five Ideas to Shake the World session.Book your ticket for 2014 now from £20 globaldesignforum.com#design#conference#ticket#LDF14#GDF14,2014-08-25T16:12:51.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10632036_334621836702160_479884448_n.jpg?ig_cache_key=Nzk0OTMwOTE4ODk1ODk4MTk1.2,36,#design #conference #ticket #ldf14 #gdf14
r-TWiVw89g,l_d_f_official,The First Law of Kipple by Dan Tobin Smith. See installation dur#LDF14#regram@dantobinsmithNew Kipple Transparencies#callforkipple-@camronpr,2014-08-21T20:18:59.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10584626_700464700032554_1109370981_n.jpg?ig_cache_key=NzkyMTU1Njk2MDQ4MzYxMzEy.2,122,#ldf14 #regram @dantobinsmith #callforkipple @camronpr
r7WBoFw88Y,l_d_f_official,Head to Shoreditch Design Triangle for#LDF14. Fabrica will present 'Extra-Ordinary Gallery'  a study of ordinary things  in Ace Hotel Shoreditch London's reception retail space.@camronpr#regram#LDF14@acehotel@shoreditchdt,2014-08-20T16:44:37.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10576181_754593764598279_211709565_n.jpg?ig_cache_key=NzkxMzIzMDI4MzIyNzY2NjE2.2,208,#ldf14 @camronpr #regram #ldf14 @acehotel @shoreditchdt
r4bkHew82r,l_d_f_official,#winan@ally_capellinoAW14 Evie purse or Oliver wallet for#LDF14#madeinlondon#regram#AllyCapellinolondondesignfestival.com/competition,2014-08-19T13:35:18.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10624049_1517612785119760_1297103740_n.jpg?ig_cache_key=NzkwNTAyOTYzNzkyODI1Nzcx.2,65,#win @ally_capellino #ldf14 #madeinlondon #regram #allycapellino
r2KAuaQ895,l_d_f_official,...hot off the press! Dep. Director@maxfraserdesignchecking the#ldf14guide cover. Lose Yourself in Design this September!#gfsmith#Heaven42#Pantone485#nofilter,2014-08-18T16:23:26.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10623645_1543840622504034_1755066380_n.jpg?ig_cache_key=Nzg5ODYyODE0OTQ3OTg3MzIx.2,63,@maxfraserdesign #ldf14 #gfsmith #heaven42 #pantone #nofilter
r2CZdCQ8xY,l_d_f_official,and the#LDF14guide cover emerges.#Heaven42#gfsmith#Pantone485,2014-08-18T15:16:55.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10598654_1523533067862243_2022343274_n.jpg?ig_cache_key=Nzg5ODI5MzI5OTA2NTUxODk2.2,48,#ldf14 #heaven42 #gfsmith #pantone
r17qrrQ81Q,l_d_f_official,Heaven 42 paper from#gfsmithentering the printer.#LDF14guide,2014-08-18T14:18:06.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/925059_263079883899255_415878431_n.jpg?ig_cache_key=Nzg5Nzk5NzI3NTMyMzMwMzIw.2,32,#gfsmith #ldf14
rpTCxlQ84S,l_d_f_official,Out with the old and in with the new. Bigger and better#LDF14guide proof just landed.#gfsmith,2014-08-13T16:32:14.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10593294_693281247407783_1288168433_n.jpg?ig_cache_key=Nzg2MjQzMzYzNTE0MDc2Njkw.2,103,#ldf14 #gfsmith
qT-nrsw8_s,l_d_f_official,Gorgeous bargains to be had at the@darkroom_londonflash sale today and tomorrow. Including this hand painted plate from the SO SOTTSASS collection. First seen at last years#LDF,2014-07-11T13:18:20.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10549733_1520617891487863_1113647945_n.jpg?ig_cache_key=NzYyMjI4MTY3ODIwOTU1NjI4.2,76,@darkroom_london #ldf
p_qZj6Q89X,l_d_f_official,New Designers Part 2. Ending this Saturday - come and see exciting designs from graduates across the country.,2014-07-03T15:56:49.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10349432_680300682024261_1860854484_n.jpg?ig_cache_key=NzU2NTA5NzM2OTIwNDAzNzk5.2,39,
oEAdhdQ882,l_d_f_official,#LDF14identity LOSE YOURSELF IN#Designby@pentagramdesign,2014-05-16T15:23:47.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/10311341_1531176997109544_620876045_n.jpg?ig_cache_key=NzIxNzAzODY5MDc1NDEwNzQy.2,107,#ldf14 #design @pentagramdesign
eZbFy7w8zW,l_d_f_official,The Endless Stair Landmark Project come down to the Tate Modern to see this Striking Structure#ldf13#EndlessStair#escher#dRMM##tulipwood,2013-09-18T09:46:35.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11282038_1609904275893201_581971290_n.jpg?ig_cache_key=NTQ3NTg3OTc1MjQ1MTg4MzEw.2,106,#ldf13 #endlessstair #escher #drmm #tulipwood
eZXZpUQ8xP,l_d_f_official,Type Tasting during the Graphics Weekend at the@V_and_A#LDF13,2013-09-18T09:14:20.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11356849_1742023636024568_1372338465_n.jpg?ig_cache_key=NTQ3NTcxNzQ3MTIyMzAyMDMx.2,31,@v_and_a #ldf13
eZWMJfw8wa,l_d_f_official,Thank you to everyone who attended the Global Design Forum at Southbank Centre yesterday! It was a fantastic day full of thought provoking topics. And a special thank you to the Forum's supporters BMW Group  Coutts and UK Trade &amp; Investment. Highlights from the day will be released shortly.#LDF13#design,2013-09-18T09:03:45.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11372096_837403063021385_113053238_n.jpg?ig_cache_key=NTQ3NTY2NDIxNTU1NzkyOTIy.2,24,#ldf13 #design
eZV0kyQ8wO,l_d_f_official,The sun is out! Visit#EndlessStairtoday at the Tate Modern for#LDF13@ahec_europe,2013-09-18T09:00:32.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11353138_862382653829660_786786728_n.jpg?ig_cache_key=NTQ3NTY0ODAxNTg5NzU4OTkw.2,44,#endlessstair #ldf13 @ahec_europe
eZVYVtQ8_2,l_d_f_official,Win an Ally Capellino Mitchell bag worth £560 - simply enter here for free!  http://www.londondesignfestival.com/competition#LDF13#AllyCapellino,2013-09-18T08:56:41.000Z,https://scontent.cdninstagram.com/l/t51.2885-15/e15/11336180_1604364063152803_2039893407_n.jpg?ig_cache_key=NTQ3NTYyODYxMjU0Mzk3OTQy.2,21,#ldf13 #allycapellino
eRvp7UQ871,l_d_f_official,Design is Here  There and Everywhere. Day two of#LDF13head to the V&amp;A today for another packed day of installations  talks and workshops!,2013-09-15T10:12:21.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11380202_1601003360175470_1249767017_n.jpg?ig_cache_key=NTQ1NDI2NjE5MjYzODY0NTY1.2,88,#ldf13
ePUlsqw86X,l_d_f_official,Moleskine Sketch Relay: lunchtime talk at the@V_and_Apart of the graphics weekend in collab w.@moleskine#LDF13,2013-09-14T11:37:22.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11377663_1651392985094564_739997424_n.jpg?ig_cache_key=NTQ0NzQ0NjMxNDQ4MDk2NDA3.2,23,@v_and_a @moleskine #ldf13
eMbgyBQ80J,l_d_f_official,Ben Evans opening the London Design Festival Press Preview@V_and_A#LDF1314-22 Sept,2013-09-13T08:40:08.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11378542_956124744409081_1442046816_n.jpg?ig_cache_key=NTQzOTMwNjU0OTkyMzU0NTY5.2,23,@v_and_a #ldf13
eJqX1iw8zj,l_d_f_official,Be sure to visit@AllyCapellino'Bums on Seats' at the Victoria and Albert Museum#LDF1314-22 Sept,2013-09-12T06:52:16.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11379969_852099058212293_384747692_n.jpg?ig_cache_key=NTQzMTUxNTg2MDY3ODYwNzA3.2,31,@allycapellino #ldf13
eFMSxhw82U,l_d_f_official,Setting up the@MoleskineSketch Relay display at the Victoria and Albert Museum. 14-22 September,2013-09-10T13:12:28.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11379255_641763945958173_277773138_n.jpg?ig_cache_key=NTQxODkzMzk2ODU2NTU2OTQ4.2,26,@moleskine
dkIfCFQ82O,l_d_f_official,The London Design Festival guide has arrived! Pick up your copy at all participating events.@GFSmithpapers@Pentagram,2013-08-28T17:04:15.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11254721_756479044472205_1377960632_n.jpg?ig_cache_key=NTMyNTg3OTcyODQ4MjQyMDYy.2,61,@gfsmithpapers @pentagram
djqJT6Q8_W,l_d_f_official,Look out for the#LDF13map to help navigate your way around the Festival. Printed on beautiful GFSmith Heaven 42 paper#DesignIsEverywhere,2013-08-28T12:39:08.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11417273_522369027910991_1553690323_n.jpg?ig_cache_key=NTMyNDU0NTM4NzY3MjI0Nzkw.2,53,#ldf13 #designiseverywhere
ZBSKzkw83b,l_d_f_official,Lifetime Achievement Award winner Sir Terence Conran and London Design Festival Chairman Sir John Sorrell 2012#ldf12,2013-05-07T18:09:53.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11324917_888080341230931_1385164577_n.jpg?ig_cache_key=NDUwNzIxMzQ1MTIzMzcyNTA3.2,14,#ldf12
ZBSDwVQ83Q,l_d_f_official,London Design Medal 2012. Designed by Hannah Martin#ldf12,2013-05-07T18:08:55.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11271105_365972333609246_82554295_n.jpg?ig_cache_key=NDUwNzIwODYwNjA1NzYzMDI0.2,15,#ldf12
ZBR5H2Q82-,l_d_f_official,Alberto Alessi at the Global Design Forum 2012#ldf12,2013-05-07T18:07:28.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11372469_858255814248164_1325520603_n.jpg?ig_cache_key=NDUwNzIwMTI5OTQxMjI4OTkw.2,0,#ldf12
ZBRls8Q82u,l_d_f_official,Bench of Plates by AL_A for the Bench Years series at the V@A 2012#ldf12,2013-05-07T18:04:48.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11260776_1645304485681136_1529394741_n.jpg?ig_cache_key=NDUwNzE4Nzk1MzgwODA1MDM4.2,56,#ldf12
ZBRIm6Q82C,l_d_f_official,Mimicry Chairs by Nendo at the V&amp;A 2012#ldf12,2013-05-07T18:00:50.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11356371_854012664668251_1461136672_n.jpg?ig_cache_key=NDUwNzE2Nzk2MDM5OTc0Mjc0.2,85,#ldf12
ZBQ8aKQ81v,l_d_f_official,Prism by Keiichi Matsuda commissioned by Veuve Clicquot at the V&amp;A#ldf12,2013-05-07T17:59:10.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11351028_1445566762425859_1139845349_n.jpg?ig_cache_key=NDUwNzE1OTU3NzE2MDQ1MTY3.2,53,#ldf12
ZBP_iKQ80m,l_d_f_official,BE OPEN Sound Portal in Trafalgar Square#LDF12,2013-05-07T17:50:52.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11254307_822924904411863_1721530850_n.jpg?ig_cache_key=NDUwNzExNzc0NDE3ODk4Nzkw.2,0,#ldf12
ZBPy8Bw80W,l_d_f_official,London Design Festival guide 2012#LDF12,2013-05-07T17:49:08.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/11356652_831628240267534_1920372270_n.jpg?ig_cache_key=NDUwNzEwOTA4ODM5MzgyMjk0.2,30,#ldf12
BHeq717hHhh,ollystaiano,Beautiful material &amp; colour combo from@rawedgesdesignstudiofor@establishedandsons@l_d_f_official,2016-07-05T12:08:24.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13557225_1068781003197083_1675013037_n.jpg?ig_cache_key=MTI4NzY1NTM3Mzc4Mzk4ODMyMQ%3D%3D.2,139,@rawedgesdesignstudio @establishedandsons @l_d_f_official
8KwxU-F-Tn,ad_germany,#jamesrandolph#rogersandco@l_d_f_official#ldf15#adgermany#adontheroad,2015-09-28T08:49:14.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11950620_172515796420980_375348293_n.jpg?ig_cache_key=MTA4Mzg5MzE1NjMzOTUwODQ1NQ%3D%3D.2,108,#jamesrandolph #rogersandco @l_d_f_official #ldf15 #adgermany #adontheroad
8JPflFTay8,wanteddesign,@stringfurniture#madeinsweden@l_d_f_official#ldf15#ldf,2015-09-27T18:39:13.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11931143_934011819980935_229692068_n.jpg?ig_cache_key=MTA4MzQ2NTMyNjE3ODE4NDM4MA%3D%3D.2,144,@stringfurniture #madeinsweden @l_d_f_official #ldf15 #ldf
BHZOwlwglzb,ldndesignfair,@SuePryke's work is concerned with functionality and the connections between craft and industry; she works across volume production and studio slipcasting  allowing the flexibility to design for mass production whilst enjoying the making processes involved in small scale studio collections. One practise informs the other. She is inspired by the everyday and the ordinary  tactility and utility  material qualities and the interaction one has with objects. She focuses on the small details and preferences  which reflect the intuitive decision making everyone makes on a daily basis  such as choosing what cup to take from the cupboard for a cup of tea. &nbsp;#ceramics#design#designbusiness#TentLondon15#LDF15,2016-07-03T09:25:59.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/13532099_557564987701428_1139260496_n.jpg?ig_cache_key=MTI4NjEyNDA4MDMxOTMyMzM1NQ%3D%3D.2.c,43,@suepryke #ceramics #design #designbusiness #tentlondon15 #ldf15
8A0l5ywUIj,etsyuk,NOW OPEN 🎉 We've taken over@l_d_f_officialwith our Etsy Four Corners of Craft Exhibition  uniting makers from all over the UK 🇬🇧 • Free entry at@trumanbrewery  until Sunday • 📷:@yeshen.venema,2015-09-24T12:10:14.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11906202_515215778637245_28558474_n.jpg?ig_cache_key=MTA4MTA5NTIxMzY2Mjk0NTgyNw%3D%3D.2,280,@l_d_f_official @trumanbrewery @yeshen.venema
8Kwy2iws-2,leebroom,Picked up a copy of this@londondesignguideat@tentlondonyesterday. Great guide to design across London  and we are in it! Well done@maxfraserdesign#ldf15#design,2015-09-28T08:49:27.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12063102_900314226716609_1664553775_n.jpg?ig_cache_key=MTA4Mzg5MzI2MTEwNzY0NjM5MA%3D%3D.2,140,@londondesignguide @tentlondon @maxfraserdesign #ldf15 #design
9Bp2WNM8yl,designmilk,During#ldf15  we headed to 19 Greek Street  curated by Marc Peridis  an exhibit centered around the question  ‘How can each of us change the world?' Five floors of a townhouse were filled with spaces that made you think  from an ethical pop-up café and a styled apartment to a lecture room and wellness room. Photo@coadg\\\ See more on designmilk.com,2015-10-19T16:26:59.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.0.1000.1000/12120461_901236299943401_1347441664_n.jpg?ig_cache_key=MTA5OTM0MzgzODY1NzYyOTM0OQ%3D%3D.2.c,5005,#ldf15 @coadg
8J9qISlpp4,moco_loco,#Repost@ciaraephsonspotted at#LDF15.#Moon-like globes by#Atelier#Decorex.,2015-09-28T01:22:37.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11351591_1004356562947868_1404280838_n.jpg?ig_cache_key=MTA4MzY2ODM2MTMxNjMwOTYyNA%3D%3D.2,814,#repost @ciaraephson #ldf15 #moon #atelier #decorex
BHB8g1YjAW6,plumes_by_abby_joy,Elegant softness  feathery movement... Design inspired by everyday beauty  expertly fashioned by@1882ltd.#PLUMES#1882ltd#abbyjoydesigns#ceramics#stokeontrent#tableware#earthenware#charcoal#handmade#handdrawn#madeinengland#british#collection#buy#object#design#art#ldf15#styling📷@inbetweenspaces,2016-06-24T08:24:01.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13395176_198783047189549_2057980933_n.jpg?ig_cache_key=MTI3OTU2OTkwODI4Mzk5OTY3NA%3D%3D.2,20,@1882ltd #plumes #1882ltd #abbyjoydesigns #ceramics #stokeontrent #tableware #earthenware #charcoal #handmade #handdrawn #madeinengland #british #collection #buy #object #design #art #ldf15 #styling @inbetweenspaces
BG_vJIctNca,como.id,TBT to this fine picnic day at@decorex_international- Recordando este día tan perfecto en la feria Decorex en Londres missing in this pic@jsalvat86#picnic#designfair#decorex#interiordesign#london#ldf15#COMOtravels#tbt#outdoor#nature,2016-06-23T11:48:42.000Z,https://scontent.cdninstagram.com/l/t51.2885-15/s640x640/sh0.08/e35/13423608_294151190972519_559647817_n.jpg?ig_cache_key=MTI3ODk0ODE1NDkyOTM3MDkwNg%3D%3D.2,71,@decorex_international @jsalvat86 #picnic #designfair #decorex #interiordesign #london #ldf15 #comotravels #tbt #outdoor #nature
BG1w-5hLtPJ,houda.kaddouh,#tbto#ldf15and#gnccf2015#helicowill be back again this year with a refined design and brand new additions to the family,2016-06-19T14:52:23.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.134.1080.1080/13381320_258404807860580_1453082500_n.jpg?ig_cache_key=MTI3NjE0MTQ5ODAyOTQ5NTI0MQ%3D%3D.2.c,35,#tb #ldf15 #gnccf2015 #helico
BGw1qCwIZAh,_zetteler_,Can you believe it's just three months until@l_d_f_officialkicks off again? Top secret preparations are already taking place at Zetteler HQ  but here's one of@editphoto's brilliant photos from last year – mischer'traxler's enchanting 'Curiosity Cloud'.,2016-06-17T16:57:01.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/13398728_706254366144414_693554294_n.jpg?ig_cache_key=MTI3NDc1NDY4MDE4Mzk1MTM5Mw%3D%3D.2.c,28,@l_d_f_official @editphoto
BGwbgwbsBfh,punktdesign,Round of applause to Rosie Lee for winning the Poster Design category of the Design Week Awards for the artwork they created for the rebranding of Punkt shown at The London Design Festival.@l_d_f_official@rosie.lees#rosielee#LDF15#designaward#designweek#posterdesign#inspiration#illustration#annakovecses,2016-06-17T13:08:33.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13397653_1560959074206810_1893111618_n.jpg?ig_cache_key=MTI3NDYzOTY5MjgyOTAzODU2MQ%3D%3D.2,79,@l_d_f_official @rosie.lees #rosielee #ldf15 #designaward #designweek #posterdesign #inspiration #illustration #annakovecses
BGwXPmRxmfF,maisoninterieur,Studio vit was proud to be part of Ready Made Go  a collaboration between Modern Design Review and Ace Hotel resulting in a series of commissioned objects for the hotel. Ace Hotel and Modern Design Review worked with a curated team of London based designers including studio vit. Cast lights is now a permanent feature at the hotel.#studiovit#readymadego#ldf15#l_d_f_official,2016-06-17T12:31:16.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13398695_1642781939381371_766023449_n.jpg?ig_cache_key=MTI3NDYyMDkyMTUwODE2MTQ3Nw%3D%3D.2,0,#studiovit #readymadego #ldf15 #l_d_f_official
BGt4slgy0GR,ldndesignfair,With Thomas Edison's labour in mind and with@tatt_light's roots buried deep in the core of Planet Art  they create vintage style lights inspired by traditional tattoo art. Each piece is handmade in our UK-based studio using organically natured steel and  with our newly developed treatment method  our artwork is effectively tattooed into the metal facade.#tentlondon15#LDF15#ldndesignfair#lighting#tattlight#tattoodesign,2016-06-16T13:25:51.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/13413261_900942180028122_2074875581_n.jpg?ig_cache_key=MTI3MzkyMzYyNDE1NTk1NTYwMQ%3D%3D.2.c,61,@tatt_light #tentlondon15 #ldf15 #ldndesignfair #lighting #tattlight #tattoodesign
BGtSIBeSrhe,mcdtalaber,Cool,2016-06-16T07:48:49.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13394920_1605091726486243_987680963_n.jpg?ig_cache_key=MTI3Mzc1Mzk4NTc5MDY4NzMyNg%3D%3D.2,330,
BGpsx20y0NJ,ldndesignfair,@neocraft_berlinFurniture combining traditional craftsmanship and innovative technology. Designed in Berlin  made in Germany  brought to you by Sebastian Scherer.#superbrandsldn#tentlondon15#LDF15#ldndesignfair,2016-06-14T22:24:45.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/13355455_256285971400894_455630295_n.jpg?ig_cache_key=MTI3Mjc0NTMwOTg3NzUxOTE3Nw%3D%3D.2.c,68,@neocraft_berlin #superbrandsldn #tentlondon15 #ldf15 #ldndesignfair
BGl182vS0NN,ldndesignfair,Eataipei was a series of immersive culinary performances  taking place at#TentLondon15  introducing Taipei as the World Design Capital in 2016 through a different presentation of contemporary Taiwanese cuisine  design and architecture.The food performance took place alongside an exhibition that showcases the best contemporary design from Taipei including lighting  ceramics and industrial design from designers such as Pili Wu and Pochih Lai. The work displayed will reinforce the narratives from the food and performances reveal the rich design practices from this inspiring metropolis.,2016-06-13T10:27:56.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/13422803_282347482154161_917082037_n.jpg?ig_cache_key=MTI3MTY1OTc0ODIxMTI0NTkwMQ%3D%3D.2.c,56,#tentlondon15
BGh9ucci9NH,waywoodcnc,@Regrannfrom@waywoodbespokeWe made this console table top in solid black walnut last year. The legs were shaped slabs  joined with hand cut dovetails. This is a pretty good example of the mix of traditional techniques and modern technology in our furniture.#furnituremaking#furnituredesign#furnituredesign#cncwoodworking#cnc#machineskills#handskills#bespokefurnituredesign#bespokefurniture#bespoke#consoletable#halltable#rhino#rhino3d#cad#3dmodelling#LDF15#Regrann,2016-06-11T22:18:55.000Z,https://scontent.cdninstagram.com/t51.2885-15/e15/13437198_1119699381427852_1873925280_n.jpg?ig_cache_key=MTI3MDU2ODA0MjM3MTk5NDQzOQ%3D%3D.2,0,@regrann @waywoodbespoke #furnituremaking #furnituredesign #furnituredesign #cncwoodworking #cnc #machineskills #handskills #bespokefurnituredesign #bespokefurniture #bespoke #consoletable #halltable #rhino #rhino3d #cad #3dmodelling #ldf15 #regrann
BGhdyRGS0PC,ldndesignfair,"Superfolk  @DCCoI2015. ""We have a passion for wildlife  seasonality  wild food and a respect for our natural world. We celebrate our material heritage and share our passion for our world through the story of our products.""",2016-06-11T17:39:49.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13408703_140398169712291_692312574_n.jpg?ig_cache_key=MTI3MDQyNzU2NzU3NzA1NjE5NA%3D%3D.2,142,@dccoi
BHeq717hHhh,ollystaiano,Beautiful material &amp; colour combo from@rawedgesdesignstudiofor@establishedandsons@l_d_f_official,2016-07-05T12:08:24.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13557225_1068781003197083_1675013037_n.jpg?ig_cache_key=MTI4NzY1NTM3Mzc4Mzk4ODMyMQ%3D%3D.2,139,@rawedgesdesignstudio @establishedandsons @l_d_f_official
8KwxU-F-Tn,ad_germany,#jamesrandolph#rogersandco@l_d_f_official#ldf15#adgermany#adontheroad,2015-09-28T08:49:14.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11950620_172515796420980_375348293_n.jpg?ig_cache_key=MTA4Mzg5MzE1NjMzOTUwODQ1NQ%3D%3D.2,108,#jamesrandolph #rogersandco @l_d_f_official #ldf15 #adgermany #adontheroad
8JPflFTay8,wanteddesign,@stringfurniture#madeinsweden@l_d_f_official#ldf15#ldf,2015-09-27T18:39:13.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11931143_934011819980935_229692068_n.jpg?ig_cache_key=MTA4MzQ2NTMyNjE3ODE4NDM4MA%3D%3D.2,144,@stringfurniture #madeinsweden @l_d_f_official #ldf15 #ldf
BHZOwlwglzb,ldndesignfair,@SuePryke's work is concerned with functionality and the connections between craft and industry; she works across volume production and studio slipcasting  allowing the flexibility to design for mass production whilst enjoying the making processes involved in small scale studio collections. One practise informs the other. She is inspired by the everyday and the ordinary  tactility and utility  material qualities and the interaction one has with objects. She focuses on the small details and preferences  which reflect the intuitive decision making everyone makes on a daily basis  such as choosing what cup to take from the cupboard for a cup of tea. &nbsp;#ceramics#design#designbusiness#TentLondon15#LDF15,2016-07-03T09:25:59.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/13532099_557564987701428_1139260496_n.jpg?ig_cache_key=MTI4NjEyNDA4MDMxOTMyMzM1NQ%3D%3D.2.c,43,@suepryke #ceramics #design #designbusiness #tentlondon15 #ldf15
8A0l5ywUIj,etsyuk,NOW OPEN 🎉 We've taken over@l_d_f_officialwith our Etsy Four Corners of Craft Exhibition  uniting makers from all over the UK 🇬🇧 • Free entry at@trumanbrewery  until Sunday • 📷:@yeshen.venema,2015-09-24T12:10:14.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11906202_515215778637245_28558474_n.jpg?ig_cache_key=MTA4MTA5NTIxMzY2Mjk0NTgyNw%3D%3D.2,280,@l_d_f_official @trumanbrewery @yeshen.venema
8Kwy2iws-2,leebroom,Picked up a copy of this@londondesignguideat@tentlondonyesterday. Great guide to design across London  and we are in it! Well done@maxfraserdesign#ldf15#design,2015-09-28T08:49:27.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12063102_900314226716609_1664553775_n.jpg?ig_cache_key=MTA4Mzg5MzI2MTEwNzY0NjM5MA%3D%3D.2,140,@londondesignguide @tentlondon @maxfraserdesign #ldf15 #design
